PlayCode,shortTitlenoArticle,shortTitle,Genre,Author,AuthorTitlePage,GeneralTitlePageAuthor,InternalTitlePageAuthor,TitlePageTitle,GeneralTitlePageTitle,InternalTitlePageTitle,Printer,Publisher,Bookseller,TitlePageImprint,GeneralTitlePageImprint,InternalTitlePageImprint,TitlePagePublicationStatement,GeneralTitlePagePublicationStatement,InternalTitlePagePublicationStatement,PubPlace,UncertainPrintingDate,TitlePagePrintingDate,UncertainPerformDate,performDate,performDateQualified,CompanyFirstProduction,TitlePageCompany,Adult/Boy,TitlePageTheater,TitlePagePerformanceStatement,GeneralTitlePagePerformanceStatement,InternalTitlePagePerformanceStatement,Format,CollectionItem,CollectionDetails,paratextualMaterials,STC/Wing,ESTCNo,ESTCNo-URL,WigginsNo,DEEPNo,DEEPNo-URL,GregNo,ReelNo,TCPID,HoldingRepository,HoldingRepository-URL,Facsimiles,Other Editions,Folger Record URL,Hamnet Bib Id,SHC,printingDate,TCPTranscriptionStatus
JustIta,"Just Italian, The",The Just Italian,Comedies,William Davenant (Uncertain: No)|,,,,THE IVST ITALIAN.,,,Thomas Harper (Uncertain: No)|,John Waterson (Uncertain: No)|,,"LONDON, Printed by Thomas Harper for Iohn Waterson, and are to be sold at the signe of the Crowne, in Paules Churchyard. 1630.",,,,,,London,No,1630,No,1629,1629,King's Men,King's Men,Adult Company,Blackfriars,"Lately presented in the priuate house at Blacke Friers, By his Maiesties Seruants.",,,quarto,No,,"DEDICATION: Epistle to: Edward Sackville, 4th Earl of Dorset; from: William Davenant [A2r] COMMENDATORY VERSES: 2: by ""Will. Hopkins""; ""Tho. Carew"" CHARACTER LIST: ""The Persons presented"" [A4v]",STC 6303,S109307,http://estc.bl.uk/S109307,,749,http://deep.sas.upenn.edu/749,428a,STC / 1134:19,A19877,Huntington,http://catalog.huntington.org/record=b1500506,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163306,163306,163-A19877,1630,Phase 1
Wits,"Wits, The",The Wits,Comedies,William Davenant (Uncertain: No)|,"VVILLIAM D'AVENANT, Servant to Her Majestie.",,,THE VVITTS. A Comedie,,,Augustine Mathewes (Uncertain: No)|,Richard Meighen (Uncertain: No)|,,"LONDON, Printed for RICHARD MEIGHEN, next to the Middle Temple in Fleetstreet. 1636.",,,,,,London,No,1636,No,1636,1636,King's Men,King's Men,Adult Company,Blackfriars,"PRESENTED AT THE Private House in Blacke Fryers, by his Majesties Servants.",,,quarto,No,,"DEDICATION: Epistle to: Endymion Porter (courtier); from: William Davenant [A3r] COMMENDATORY VERSES: 1: by ""T. Carevv"" [A3v] CHARACTER LIST: ""The Persons of the Comedy"" [A4v]",STC 6309,S109311,http://estc.bl.uk/S109311,,855,http://deep.sas.upenn.edu/855,507a(*),STC / 1134:21,A19883,Huntington,http://catalog.huntington.org/record=b1507469,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163310,163310,163-A19883,1636,Phase 1
WoK,"Wonder of a Kingdom, The",The Wonder of a Kingdom,Comedies,Thomas Dekker (Uncertain: No)|,THOMAS DEKKER.,,,THE WONDER OF A Kingdome.,,,Robert Raworth (Uncertain: No)|,Nicholas Vavasour (Uncertain: No)|,,"LONDON: Printed by Robert Raworth, for Nicholas Vavasour; and are to bee sold at his Shop in the Inner Temple, neere the Church-doore. 1636.",,,,,,London,No,1636,Yes,1631,[1619–1631],Queen Henrietta Maria's Men,,Adult Company,,,,,quarto,No,,"CHARACTER LIST: ""Dramatis Personæ"" [A2v]",STC 6533,S109551,http://estc.bl.uk/S109551,,857,http://deep.sas.upenn.edu/857,508a,STC / 881:14,A20093,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=000896048,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163418,163418,163-A20093,1636,Phase 1
DoS,"Duchess of Suffolk, The",The Duchess of Suffolk,History plays,Thomas Drue (Uncertain: No)|,,,,THE LIFE OF THE DVTCHES OF SVFFOLKE.,,,Augustine Mathewes (Uncertain: No)|,Jasper Emery (Uncertain: No)|,,"Imprinted by A. M. for Iasper Emery, at the Flowerdeluce in Paules-Church-yard. 1631.",,,,,,London,No,1631,No,1624,1624,Prince Palatine's Men,,Adult Company,,"As it hath beene divers and sundry times acted, with good applause.",,,quarto,No,,"CHARACTER LIST: ""The Actors Names"" [A2v]",STC 7242,S121836,http://estc.bl.uk/S121836,,781,http://deep.sas.upenn.edu/781,451a,STC / 955:14,A20866,Huntington,http://catalog.huntington.org/record=b1504972,Boston Public Library G 3970.41 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=169145,169145,163-A20866,1631,Phase 1
CL,"Cunning Lovers, The",The Cunning Lovers,Comedies,Alexander Brome (Uncertain: Yes)|,"ALEXANDER BROME, Gent.",,,THE CUNNING LOVERS. A COMEDY.,,,,William Sheares 1 (Uncertain: No)|,,"LONDON, Printed for Will: Sheares, at the Bible in S. Pauls Churchyard, neare the little North doore, 1654.",,,,,,London,No,1654,Yes,1638,[1632–1639],Beeston's Boys,Beeston's Boys,Boy Company,Drury Lane,"As it was Acted, with great Applause, by their Majesties Servants at the private House in Drury Lane.",,,quarto,No,,"CHARACTER LIST: ""The Names of the Actors"" [A2v]",Wing B4850,R17372,http://estc.bl.uk/R17372,,1098,http://deep.sas.upenn.edu/1098,736a,Wing / 447:02,A29620,Huntington,http://catalog.huntington.org/record=b1565496,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=136806,136806,163-A29620,1654,Phase 1
CityMad,"City Madam, The",The City Madam,Comedies,Philip Massinger (Uncertain: No)|,Phillip Massinger Gent.,,,"THE City-Madam, A COMEDIE.",,,,Andrew Penneycuicke (Uncertain: No)|,,"LONDON Printed for Andrew Pennycuicke, one of the Actors, in the year 1659.",,,,,,London,No,1659,No,1600,1600,King's Men,,Adult Company,Blackfriars,As it was acted at the private House in Black Friers with great applause.,,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: Anne (Bayning) de Vere, Countess of Oxford; from: Andrew Penneycuicke [A2r] CHARACTER LIST: ""The Actors names"" [A1v]",Wing M1047,R154,http://estc.bl.uk/R154,,1160,http://deep.sas.upenn.edu/1160,788a(†1 ‡2),Wing / 698:19,A50090,Huntington,http://catalog.huntington.org/record=b1564187,Boston Public Library G.3974.14 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=135687,135687,163-A50090,1658,Phase 1
BL,Bashful Lover,The Bashful Lover,Tragicomedies,Philip Massinger (Uncertain: No)|,,"PHILIP MASSENGER, Gent.","PHILIP MASSENGER, Gent.",,"THREE NEW PLAYES; VIZ. The Bashful Lover, Guardian, Very VVoman.",[A1r] THE BASHFUL LOVER. A TRAGI-COMEDY.,Thomas Newcombe 1 (Uncertain: No)|,Humphrey Moseley (Uncertain: No)|,,,"LONDON, Printed for Humphrey Moseley, and are to be sold at his Shop at the Sign of the Prince's Arms in St. Pauls Church-yard. 1655.","LONDON, Printed for Humphrey Moseley, and are to be sold at his Shop at the Sign of the Prince's Arms in St. Pauls Church-yard. 1655.",,Never Printed before.,,London,No,1655,No,1636,1636,King's Men,King's Men,Adult Company,Blackfriars,,"As they have been often Acted at the Private-House in Black-Friers, by His late MAJESTIES Servants, with great Applause.","As it hath been often Acted at the Private-House in Black-Friers, by His late MAIESTIES Servants, with great Applause.",octavo,Yes,"Published as part of Three New Plays, containing: The Bashful Lover; The Guardian; A Very Woman, or The Prince of Tarent.","CHARACTER LIST: ""Dramatis Personæ"" [A2v]",Wing M1050,R202151,http://estc.bl.uk/R202151,,5165.01,http://deep.sas.upenn.edu/5165.01,758a,Thomason / 197:E.1559[2],A50093,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=002416969,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=139611,139611,163-A50093_01,1655,Phase 1
Guard,"Guardian, The",The Guardian,Comedies,Philip Massinger (Uncertain: No)|,,"PHILIP MASSENGER, Gent.","PHILIP MASSENGER, Gent.",,"THREE NEW PLAYES; VIZ. The Bashful Lover, Guardian, Very VVoman.","[G5r] THE GUARDIAN, A COMICAL-HISTORY.",Thomas Newcombe 1 (Uncertain: No)|,Humphrey Moseley (Uncertain: No)|,,,"LONDON, Printed for Humphrey Moseley, and are to be sold at his Shop at the Sign of the Prince's Arms in St. Pauls Church-yard. 1655.","LONDON, Printed for Humphrey Moseley, and are to be sold at his shop at the sign of the Prince's Arms in St. Pauls Church-yard. 1655.",,Never Printed before.,,London,No,1655,No,1633,1633,King's Men,King's Men,Adult Company,Blackfriars,,"As they have been often Acted at the Private-House in Black-Friers, by His late MAJESTIES Servants, with great Applause.","As it hath been often acted at the Private-House in Black-Friars, by his late MAJESTIES Servants, with great Applause.",octavo,Yes,"Published as part of Three New Plays, containing: The Bashful Lover; The Guardian; A Very Woman, or The Prince of Tarent.","CHARACTER LIST: ""Dramatis Personæ"" [G6v] OTHER PARATEXTS: Two songs [N4r]",Wing M1050,R202151,http://estc.bl.uk/R202151,,5165.02,http://deep.sas.upenn.edu/5165.02,759a,Thomason / 197:E.1559[2],A50093,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=002416969,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=139611,139611,163-A50093_02,1655,Phase 1
VeryWom,"Very Woman, or The Prince of Tarent, A","A Very Woman, or The Prince of Tarent",Tragicomedies,John Fletcher (Uncertain: No)| Philip Massinger (Uncertain: No)|,,"PHILIP MASSENGER, Gent.","PHILIP MASSENGER, Gent.",,"THREE NEW PLAYES; VIZ. The Bashful Lover, Guardian, Very VVoman.","A Very VVoman, Or the PRINCE of TARENT. A TRAGI-COMEDY.",Thomas Newcombe 1 (Uncertain: No)|,Humphrey Moseley (Uncertain: No)|,,,"LONDON, Printed for Humphrey Moseley, and are to be sold at his Shop at the Sign of the Prince's Arms in St. Pauls Church-yard. 1655.","LONDON, Printed for Humphrey Moseley, and are to be sold at his shop at the sign of the Prince's Arms in St. Pauls Church-yard. 1655.",,Never Printed before.,,London,No,1655,No,1634,1634,King's Men,King's Men,Adult Company,Blackfriars,,"As they have been often Acted at the Private-House in Black-Friers, by His late MAJESTIES Servants, with great Applause.","As it hath been often acted at the Private-House in Black-Friars, by his late MAJESTIES Servants, with great Applause.",octavo,Yes,"Published as part of Three New Plays, containing: The Bashful Lover; The Guardian; A Very Woman, or The Prince of Tarent.",CHARACTER LIST: names of characters [N7v],Wing M1050,R202151,http://estc.bl.uk/R202151,,5165.03,http://deep.sas.upenn.edu/5165.03,760a,Thomason / 197:E.1559[2],A50093,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=002416969,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=139611,139611,163-A50093_03,1655,Phase 1
GoV,Gentleman of Venice,The Gentleman of Venice,Tragicomedies,James Shirley (Uncertain: No)|,JAMES SHIRLEY.,,,THE GENTLEMAN OF VENICE A Tragi-Comedie,,,William Wilson (Uncertain: No)|,Humphrey Moseley (Uncertain: No)|,,"LONDON, Printed for Humphrey Moseley and are to be sold at his Shop at the Princes Armes in St. Pauls Church-yard. 1655.",,,,,,London,No,1655,No,1639,1639,Ogilby's Men|Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Salisbury Court,Presented at the Private house in Salisbury Court by her Majesties Servants.,,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: Thomas Nightingale, Baronet; from: James Shirley [A2r] CHARACTER LIST: ""The names with some small Characters of the Persons"" [A3r]",Wing S3468,R18513,http://estc.bl.uk/R18513,,1111,http://deep.sas.upenn.edu/1111,747a(ii),Wing / 298:03,A59979,Huntington,http://catalog.huntington.org/record=b1566224,Boston Public Library G.3976.51 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=137636,137636,163-A59979,1655,Phase 1
Poli,"Politician, The",The Politician,Tragedies,James Shirley (Uncertain: No)|,JAMES SHIRLEY.,,,"THE POLITITIAN, A TRAGEDY,",,,William Wilson (Uncertain: No)|,Humphrey Moseley (Uncertain: No)|,,"LONDON, Printed for Humphrey Moseley and are to be sold at his Shop at the Princes Armes in St. Pauls Church-yard. 1655.",,,,,,London,No,1655,Yes,1639,[c.1639?],Ogilby's Men|Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,Salisbury Court,Presented at Salisbury Court BY HER MAJESTIES SERVANTS;,,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: Walter Moyle (Esquire); from: James Shirley [A2r] CHARACTER LIST: ""The names and small Characters of the Persons"" [A3r]",Wing S3482,R19495,http://estc.bl.uk/R19495,,1115,http://deep.sas.upenn.edu/1115,752a(ii),Wing / 548:04,A59990,Bristol Public,,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=138229,138229,163-A59990,1655,Phase 1
EM,"English Moor, or The Mock Marriage, The","The English Moor, or The Mock Marriage",Comedies,Richard Brome (Uncertain: No)|,,RICHARD BROME,,,"Five nevv PLAYES, VIZ. The ENGLISH MOOR, or The MOCK-MARRIAGE. The LOVE-SICK COURT, or The AMBITIOUS POLITIQUE. COVENT GARDEN Weeded. The NEVV ACADEMY, or The NEVV EXCHANGE. The QUEEN and CONCUBINE.","[A1r] THE English Moor, OR THE MOCK-MARRIAGE. A Comædy",John Taylor (Uncertain: No)|,Andrew Crooke 1 (Uncertain: No)| Henry Brome (Uncertain: No)|,,,"LONDON, Printed for A. Crook at the Green Dragon in Saint Pauls Church-yard, and for H. Brome at the Gunn in Ivy-Lane, 1659.","LONDON, Printed by J. T. for A. C. and Henry Broom, and are to be sold at the Gun in Ivie-lane, 1658.",,,,London,No,1659,No,1637,1637,Queen Henrietta Maria's Men,Queen Henrietta Maria's Men,Adult Company,,,,as it was often acted with general applause by her Majesties Servants.,octavo,Yes,"Published as part of Five New Plays, containing: The English Moor, or The Mock Marriage; The Lovesick Court, or The Ambitious Politic; The Weeding of the Covent Garden, or The Middlesex Justice of Peace (The Covent Garden Weeded); The New Academy, or The New Exchange; The Queen and Concubine.","COMMENDATORY VERSES: 3: by ""Ben. Johnson""; ""T. S.""; ""Alex. Brome"" [πA6r] TO THE READER: ""To the Readers"" (unsigned, but probably by Alexander Brome, editor) [π3r]; ""The Stationers to the Reader"" signed ""A. C. H. B."" (Andrew Crooke [1] and Henry Brome) [a3v] OTHER PARATEXTS: Half-title, ""Bromes Playes."" (printed up the page) [πA1v]; advertisement for books ""sold by Andrew Crook"" [2O8r] CHARACTER LIST: ""Drammatis Personæ"" [A2v]",Wing B4872,R209758,http://estc.bl.uk/R209758,,5182.01,http://deep.sas.upenn.edu/5182.01,806a,Thomason / 222:E.1782[1],A77567,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=000484301,,http://www.hrionline.ac.uk/brome/viewTranscripts.jsp?play=EM&act=1&type=BOTHRichard Brome Online,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=142478,142478,163-A77567_01,1658,Phase 1
Lovesick,"Lovesick Court, or The Ambitious Politic, The","The Lovesick Court, or The Ambitious Politic",Tragicomedies,Richard Brome (Uncertain: No)|,,RICHARD BROME,Richard Brome,,"Five nevv PLAYES, VIZ. The ENGLISH MOOR, or The MOCK-MARRIAGE. The LOVE-SICK COURT, or The AMBITIOUS POLITIQUE. COVENT GARDEN Weeded. The NEVV ACADEMY, or The NEVV EXCHANGE. The QUEEN and CONCUBINE.",[F6r] THE Love-sick Court. OR THE Ambitious Politique. A COMEDY,John Taylor (Uncertain: No)|,Andrew Crooke 1 (Uncertain: No)| Henry Brome (Uncertain: No)|,,,"LONDON, Printed for A. Crook at the Green Dragon in Saint Pauls Church-yard, and for H. Brome at the Gunn in Ivy-Lane, 1659.","LONDON, Printed by J. T. for A. C. and are to be sold by Henry Broom, at the Gun in Ivie-lane, 1658.",,,,London,No,1659,Yes,1639,[c.1632–1640],Unknown,,Adult Company,,,,,octavo,Yes,"Published as part of Five New Plays, containing: The English Moor, or The Mock Marriage; The Lovesick Court, or The Ambitious Politic; The Weeding of the Covent Garden, or The Middlesex Justice of Peace (The Covent Garden Weeded); The New Academy, or The New Exchange; The Queen and Concubine.","COMMENDATORY VERSES: 3: by ""Ben. Johnson""; ""T. S.""; ""Alex. Brome"" [πA6r] TO THE READER: ""To the Readers"" (unsigned, but probably by Alexander Brome, editor) [π3r]; ""The Stationers to the Reader"" signed ""A. C. H. B."" (Andrew Crooke [1] and Henry Brome) [a3v] OTHER PARATEXTS: Half-title, ""Bromes Playes."" (printed up the page) [πA1v]; advertisement for books ""sold by Andrew Crook"" [2O8r] CHARACTER LIST: ""Drammatis Personæ"" [F7v]",Wing B4872,R209758,http://estc.bl.uk/R209758,,5182.03,http://deep.sas.upenn.edu/5182.03,807a,Thomason / 222:E.1782[1],A77567,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=000484301,,http://www.hrionline.ac.uk/brome/viewTranscripts.jsp?play=LS&act=1&type=BOTHRichard Brome Online,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=142478,142478,163-A77567_02,1658,Phase 1
WCG,"Weeding of the Covent Garden, or The Middlesex Justice of Peace (The Covent Garden Weeded), The","The Weeding of the Covent Garden, or The Middlesex Justice of Peace (The Covent Garden Weeded)",Comedies,Richard Brome (Uncertain: No)|,,RICHARD BROME,"A POSTHUME of RICHARD BROME, An Ingenious Servant, and Imitator of his Master, that famously Renowned Poet Ben. Johnson.",,"Five nevv PLAYES, VIZ. The ENGLISH MOOR, or The MOCK-MARRIAGE. The LOVE-SICK COURT, or The AMBITIOUS POLITIQUE. COVENT GARDEN Weeded. The NEVV ACADEMY, or The NEVV EXCHANGE. The QUEEN and CONCUBINE.",[2A1r] THE WEEDING OF THE COVENT-GARDEN. Or the Middlesex-JVSTICE OF Peace. A Facetious COMEDY,,Andrew Crooke 1 (Uncertain: No)| Henry Brome (Uncertain: No)|,,,"LONDON, Printed for A. Crook at the Green Dragon in Saint Pauls Church-yard, and for H. Brome at the Gunn in Ivy-Lane, 1659.","LONDON, Printed for Andrew Crook, and are to be sold at the Green Dragon in St. Pauls Churchyard: And Henry Broom at the Gun in Ivy-lane. 1658.",,,,London,No,1659,No,1632,1632,King's Men,,Adult Company,,,,,octavo,Yes,"Published as part of Five New Plays, containing: The English Moor, or The Mock Marriage; The Lovesick Court, or The Ambitious Politic; The Weeding of the Covent Garden, or The Middlesex Justice of Peace (The Covent Garden Weeded); The New Academy, or The New Exchange; The Queen and Concubine.","COMMENDATORY VERSES: 3: by ""Ben. Johnson""; ""T. S.""; ""Alex. Brome"" [πA6r] TO THE READER: ""To the Readers"" (unsigned, but probably by Alexander Brome, editor) [π3r]; ""The Stationers to the Reader"" signed ""A. C. H. B."" (Andrew Crooke [1] and Henry Brome) [a3v] OTHER PARATEXTS: Half-title, ""Bromes Playes."" (printed up the page) [πA1v]; advertisement for books ""sold by Andrew Crook"" [2O8r] CHARACTER LIST: ""The Actors Names"" [A4v] OTHER PARATEXTS: ""Upon Aglaura printed in Folio"" (verses) signed ""R. B."" (Richard Brome) [A2r]; ""A Song"" [A2v]; ""To my Lord of Newcastle, on his Play called The Variety. He having commanded to give him my true opinion of it"" (verses) signed ""R. B."" (Richard Brome) [A4r]",Wing B4872,R209758,http://estc.bl.uk/R209758,,5182.04,http://deep.sas.upenn.edu/5182.04,808a,Thomason / 222:E.1782[1],A77567,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=000484301,,http://www.hrionline.ac.uk/brome/viewTranscripts.jsp?play=CG&act=1&type=BOTHRichard Brome Online,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=142478,142478,163-A77567_03,1658,Phase 1
DH,"Doubtful Heir (Rosania, or Love's Victory), The","The Doubtful Heir (Rosania, or Love's Victory)",Tragicomedies,James Shirley (Uncertain: No)|,JAMES SHIRLEY.,,,"THE DOUBTFUL HEIR. A Tragi-comedie,",,,Thomas Warren 1 (Uncertain: No)|,Humphrey Moseley (Uncertain: No)| Humphrey Robinson (Uncertain: No)|,,"LONDON, Printed for Humphrey Robinson at the three Pigeons, and Humphrey Moseley at the Prince's Arms in St. Paul's Church-yard. 1652.",,,Never Printed before.,,,London,No,1652,Yes,1638,[c.1638],Ogilby's Men|King's Men,,Adult Company,Blackfriars,"AS It was Acted at the private House IN BLACK-FRIERS,",,,octavo,No,,"DEDICATION: Epistle to: Edmund Bowyer; from: James Shirley [A3r] CHARACTER LIST: ""The Persons of the Play"" [A3v]",Wing S3466,R230285,http://estc.bl.uk/R230285,,1082,http://deep.sas.upenn.edu/1082,725a,Wing / 2371:12,A93170,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=147069,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=147069,147069,163-A93170,1652,Phase 1
WitConst,Wit in a Constable,Wit in a Constable,Comedies,Henry Glapthorne (Uncertain: No)|,HENRY GLAPTHORNE.,,,WIT IN A Constable. A Comedy written 1639.,,,John Okes (Uncertain: No)|,Francis Constable (Uncertain: No)|,,"LONDON: Printed by Io. Okes, for F. C. and are to be sold at his shops in Kings-street at the signe of the Goat, and in Westminster Hall. 1640.",,,,,,London,No,1640,Yes,1638,[1636–1638],Beeston's Boys,Beeston's Boys,Boy Company,Cockpit,"And now Printed as it was lately Acted at the Cock-pit in Drury lane, by their Majesties Servants, with good allowance.",,,quarto,No,,"DEDICATION: ""The Epistle Dedicatory"" to: Thomas Wentworth (1st Earl of Strafford); from: Henry Glapthorne [A3r] CHARACTER LIST: ""The Persons in the Play"" [A4v]",STC 11914,S103219,http://estc.bl.uk/S103219,,977,http://deep.sas.upenn.edu/977,591a,STC / 926:01,A01779,NYPL,https://catalog.nypl.org/record=b14124623~S1,Boston Public Library G.3971.48 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=159762,159762,164-A01779,1640,Phase 1
QoA,"Queen of Aragon, The",The Queen of Aragon,Tragicomedies,William Habington (Uncertain: No)|,,,,THE QUEENE OF ARRAGON. A Tragi-Comedie.,,,Thomas Cotes (Uncertain: No)|,William Cooke (Uncertain: No)|,,"LONDON Printed by Tho. Cotes, for William Cooke, and are to be sold at his shop at Furnivals Jnne gate in Holburne. 1640.",,,,,,London,No,1640,No,1640,1640,King's Men,,Adult Company,,,,,folio,No,,"CHARACTER LIST: ""The Actors Names"" [A1v] OTHER PARATEXTS: ""The Song in the second Act"" followed by ""The Song in the fourth Act"" [I2v]",STC 12587,S120594,http://estc.bl.uk/S120594,,973,http://deep.sas.upenn.edu/973,588a(ii),STC / 926:03,A02455,University of Chicago,http://pi.lib.uchicago.edu/1001/cat/bib/3743239,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=168601,168601,164-A02455,1640,Phase 1
